"","occ..0.363095086746347","occ.0.371546811764217","occ..1.2729265127871","occ.1.04885278836131","occ..1.28958282188929","occ..0.278254308706226","det.1.43846247858501","det.1.94294918544704","det..1.72154687958681","det.0.784561566865095","det.0.768291497238239","det.0.232561361039812"
"1",-0.363095086746347,0.371546811764217,-1.2729265127871,1.04885278836131,-1.28958282188929,-0.278254308706226,1.43846247858501,1.94294918544704,-1.72154687958681,0.784561566865095,0.768291497238239,0.232561361039812
