"","occ..0.745563911355435","occ..0.587042477502177","occ..1.7066675096822","occ..0.307571938203728","occ.0.504806939737445","occ..0.412117804905943","det..0.863393635297919","det.0.676031370315273","det.0.815516314137961","det..0.532767014083972","det..1.16693165481507","det.0.616566406607253"
"1",-0.745563911355435,-0.587042477502177,-1.7066675096822,-0.307571938203728,0.504806939737445,-0.412117804905943,-0.863393635297919,0.676031370315273,0.815516314137961,-0.532767014083972,-1.16693165481507,0.616566406607253
